Frequency (Hz)	Level (dB)
851.234436	-69.846581
851.907349	-71.121590
852.580261	-73.342758
853.253174	-90.480469
853.926086	-89.480927
854.598999	-76.878624
855.271912	-71.789795
855.944824	-71.594017
856.617737	-85.514458
857.290649	-71.157997
857.963562	-71.315887
858.636475	-75.457191
859.309387	-71.873657
859.982300	-78.227722
860.655212	-80.265236
861.328125	-75.667580
862.001038	-70.879692
862.673950	-70.908867
863.346863	-67.827477
864.019775	-64.498535
864.692688	-71.690002
865.365601	-74.305229
866.038513	-67.575996
866.711426	-60.898365
867.384338	-62.080235
868.057251	-65.724480
868.730164	-69.193535
869.403076	-63.129810
870.075989	-55.410397
870.748901	-56.760002
871.421814	-69.230957
872.094727	-71.033600
872.767639	-69.429955
873.440552	-68.164604
874.113464	-69.026176
874.786377	-57.779991
875.459290	-49.779240
876.132202	-44.849155
876.805115	-43.522129
877.478027	-47.053482
878.150940	-37.039749
878.823853	-33.876373
879.496765	-29.765196
880.169678	-28.603935
880.842590	-37.339531
881.515503	-31.880564
882.188416	-37.824593
882.861328	-42.067627
883.534241	-39.659309
884.207153	-44.366936
884.880066	-48.289433
885.552979	-53.769047
886.225891	-56.840042
886.898804	-62.254364
887.571716	-57.079826
888.244629	-59.133705
888.917542	-64.231659
889.590454	-69.716072
890.263367	-65.257591
890.936279	-59.960449
891.609192	-61.995571
892.282104	-59.689110
892.955017	-57.101952
893.627930	-59.189022
894.300842	-66.143753
894.973755	-59.199261
895.646667	-62.827190
896.319580	-74.810593
896.992493	-81.567848
897.665405	-67.302315
898.338318	-63.201595
899.011230	-71.369347
899.684143	-70.702003
900.357056	-78.682098
901.029968	-75.085892
901.702881	-89.235565
902.375793	-86.752853
903.048706	-91.158775
903.721619	-68.129494
904.394531	-65.358894
905.067444	-72.313995
905.740356	-74.764191
906.413269	-70.149460
907.086182	-73.230309
907.759094	-79.868645
908.432007	-69.273376
909.104919	-69.619606
909.777832	-84.328201
910.450745	-79.357193
911.123657	-73.058372
911.796570	-70.275299
912.469482	-76.058571
913.142395	-71.160873
913.815308	-82.426811
914.488220	-82.310974
915.161133	-79.871193
915.834045	-78.864288
916.506958	-89.562088
917.179871	-73.414902
917.852783	-68.638184
918.525696	-69.279091
919.198608	-70.066460
919.871521	-70.433151
920.544434	-74.776566
921.217346	-84.939972
921.890259	-85.381279
922.563171	-82.858299
923.236084	-76.377129
923.908997	-71.286705
924.581909	-70.601395
925.254822	-72.590508
925.927734	-74.056175
926.600647	-76.283005
927.273560	-80.870590
927.946472	-83.706131
928.619385	-85.249146
929.292297	-81.537300
929.965210	-80.456680
930.638123	-83.026100
931.311035	-76.179977
931.983948	-76.830902
932.656860	-93.497856
933.329773	-89.563576
934.002686	-82.656631
934.675598	-74.203712
935.348511	-79.312080
936.021423	-81.003677
936.694336	-74.192482
937.367249	-73.284683
938.040161	-73.465927
938.713074	-84.753471
939.385986	-95.778862
940.058899	-90.752800
940.731812	-76.792564
941.404724	-73.658005
942.077637	-75.871490
942.750549	-76.183090
943.423462	-79.366913
944.096375	-82.243210
944.769287	-79.213882
945.442200	-79.642517
946.115112	-90.915001
946.788025	-78.079445
947.460938	-76.035690
948.133850	-84.655327
948.806763	-71.726997
949.479675	-72.915016
950.152588	-91.967819
950.825500	-95.435844
951.498413	-76.035873
952.171326	-78.393661
952.844238	-85.062355
953.517151	-90.347862
954.190063	-83.925690
954.862976	-95.229019
955.535889	-89.978867
956.208801	-86.231956
956.881714	-95.949341
957.554626	-86.293312
958.227539	-89.279549
958.900452	-90.238914
959.573364	-83.956200
960.246277	-79.587410
960.919189	-89.733200
961.592102	-83.085899
962.265015	-87.914330
962.937927	-76.156990
963.610840	-74.633194
964.283752	-81.752434
964.956665	-83.290443
965.629578	-85.146896
966.302490	-81.033463
966.975403	-81.079651
967.648315	-79.061699
968.321228	-74.658478
968.994141	-78.817299
969.667053	-87.790138
970.339966	-79.782814
971.012878	-74.741844
971.685791	-81.380989
972.358704	-77.998291
973.031616	-80.092239
973.704529	-78.511665
974.377441	-70.381760
975.050354	-72.376274
975.723267	-75.356918
976.396179	-68.853836
977.069092	-67.642975
977.742004	-74.676514
978.414917	-78.029327
979.087830	-88.042397
979.760742	-73.129402
980.433655	-77.840111
981.106567	-72.579796
981.779480	-69.348679
982.452393	-67.437256
983.125305	-66.343163
983.798218	-74.513535
984.471130	-58.203594
985.144043	-54.005909
985.816956	-57.076778
986.489868	-54.037601
987.162781	-61.807568
987.835693	-53.434422
988.508606	-41.812458
989.181519	-40.232151
989.854431	-49.103851
990.527344	-59.155628
991.200256	-56.614994
991.873169	-57.672440
992.546082	-69.488251
993.218994	-70.149506
993.891907	-77.039902
994.564819	-67.345314
995.237732	-66.255035
995.910645	-77.399231
996.583557	-81.695625
997.256470	-71.347595
997.929382	-74.014519
998.602295	-82.650665
999.275208	-78.352135
999.948120	-74.863792
1000.621033	-73.229057
1001.293945	-70.839767
1001.966858	-76.022278
1002.639771	-76.905380
1003.312683	-100.340500
1003.985596	-76.244102
1004.658508	-75.192581
1005.331421	-80.482117
1006.004333	-77.225777
1006.677246	-76.815872
1007.350159	-77.824135
1008.023071	-77.295685
1008.695984	-75.250923
1009.368896	-80.156784
1010.041809	-78.102783
1010.714722	-75.256126
1011.387634	-78.841026
1012.060547	-77.521156
1012.733459	-73.207870
1013.406372	-75.784584
1014.079285	-78.797157
1014.752197	-78.265076
1015.425110	-84.456825
1016.098022	-88.173424
1016.770935	-82.024254
1017.443848	-75.633507
1018.116760	-73.895782
1018.789673	-75.250374
1019.462585	-79.200424
1020.135498	-105.587364
1020.808411	-86.571152
1021.481323	-85.831345
1022.154236	-84.252907
1022.827148	-78.936752
1023.500061	-86.452766
1024.172974	-86.512123
1024.845886	-82.015015
1025.518799	-78.957489
1026.191711	-83.302567
1026.864624	-86.830215
1027.537537	-82.481895
1028.210449	-85.011101
1028.883362	-83.180176
1029.556274	-88.113091
1030.229187	-80.139122
1030.902100	-82.639671
1031.575012	-80.571274
1032.247925	-79.818268
1032.920837	-84.542000
1033.593750	-87.279694
1034.266663	-85.441498
1034.939575	-85.096298
1035.612488	-92.007866
1036.285400	-97.400993
1036.958313	-86.036575
1037.631226	-85.783310
1038.304138	-76.619804
1038.977051	-79.038666
1039.649963	-87.632835
1040.322876	-84.192123
1040.995789	-82.858398
1041.668701	-86.047020
1042.341614	-85.358917
1043.014526	-80.541687
1043.687439	-81.121475
1044.360352	-85.207245
1045.033264	-86.813461
1045.706177	-77.876060
1046.379089	-74.672241
1047.052002	-74.753296
1047.724915	-79.077019
1048.397827	-89.059921
1049.070740	-93.809906
1049.743652	-94.531975
1050.416565	-99.446121
1051.089478	-91.169876
1051.762390	-85.816650
1052.435303	-91.131721
1053.108215	-88.781921
1053.781128	-88.268921
1054.454041	-86.732063
1055.126953	-83.184113
1055.799866	-85.264503
1056.472778	-94.769966
1057.145691	-114.017014
1057.818604	-86.436470
1058.491516	-86.791527
1059.164429	-92.422729
1059.837341	-92.810661
1060.510254	-91.606155
1061.183167	-85.617317
1061.856079	-81.014648
1062.528992	-77.418037
1063.201904	-81.475273
1063.874817	-88.856606
1064.547729	-89.281021
1065.220642	-89.325005
1065.893555	-83.823219
1066.566467	-85.391182
1067.239380	-84.919220
1067.912292	-87.485123
1068.585205	-91.552917
1069.258118	-111.155540
1069.931030	-87.285286
1070.603943	-87.971352
1071.276855	-97.095894
1071.949768	-90.347260
1072.622681	-90.239426
1073.295593	-81.464958
1073.968506	-85.861504
1074.641418	-84.317574
1075.314331	-82.076668
1075.987244	-87.883110
1076.660156	-87.827766
1077.333069	-87.752151
1078.005981	-79.905861
1078.678894	-80.398529
1079.351807	-81.285675
1080.024719	-89.947853
1080.697632	-84.866318
1081.370544	-84.718170
1082.043457	-86.903214
1082.716370	-83.590378
1083.389282	-82.031799
1084.062195	-87.126991
1084.735107	-79.871033
1085.408020	-80.891457
1086.080933	-79.649368
1086.753845	-76.326500
1087.426758	-80.562149
1088.099670	-79.799698
1088.772583	-72.242485
1089.445496	-70.328880
1090.118408	-72.609184
1090.791321	-72.151276
1091.464233	-71.561852
1092.137146	-85.032227
1092.810059	-72.440025
1093.482971	-73.171623
1094.155884	-74.692734
1094.828796	-70.790100
1095.501709	-71.132454
1096.174622	-78.281242
1096.847534	-60.109371
1097.520447	-55.567692
1098.193359	-53.546616
1098.866272	-60.238079
1099.539185	-58.724884
1100.212097	-55.784542
1100.885010	-55.154266
1101.557922	-49.228569
1102.230835	-43.868832
1102.903748	-49.680340
1103.576660	-61.217014
1104.249573	-68.093735
1104.922485	-68.222397
1105.595398	-69.212646
1106.268311	-81.551697
1106.941223	-99.523918
1107.614136	-76.983971
1108.287048	-69.912857
1108.959961	-66.000961
1109.632874	-66.365059
1110.305786	-69.847122
1110.978699	-77.451035
1111.651611	-76.416229
1112.324524	-70.403992
1112.997437	-73.070747
1113.670349	-76.482140
1114.343262	-74.420609
1115.016174	-76.310188
1115.689087	-81.758217
1116.362000	-91.249275
1117.034912	-90.953438
1117.707825	-90.168343
1118.380737	-92.218666
1119.053650	-88.013466
1119.726562	-83.069283
1120.399475	-83.023773
1121.072388	-77.939056
1121.745300	-74.071640
1122.418213	-74.424583
1123.091125	-76.535461
1123.764038	-80.078171
1124.436951	-97.721718
1125.109863	-88.442940
1125.782776	-90.786385
1126.455688	-87.239624
1127.128601	-78.881805
1127.801514	-80.182327
1128.474426	-97.823860
1129.147339	-88.844978
1129.820251	-82.771881
1130.493164	-81.593620
1131.166077	-77.127144
1131.838989	-78.434441
1132.511902	-82.585327
1133.184814	-87.938576
1133.857727	-94.541557
1134.530640	-84.095192
1135.203552	-86.023453
1135.876465	-88.810814
1136.549377	-86.263191
1137.222290	-82.811134
1137.895203	-85.253990
1138.568115	-89.351372
1139.241028	-84.699959
1139.913940	-80.338219
1140.586853	-78.598625
1141.259766	-80.274208
1141.932678	-83.280731
1142.605591	-75.451530
1143.278503	-78.375267
1143.951416	-87.607773
1144.624329	-87.251450
1145.297241	-98.297318
1145.970154	-87.328835
1146.643066	-89.147263
1147.315979	-85.066818
1147.988892	-82.474808
1148.661804	-79.367027
1149.334717	-83.175209
1150.007629	-85.906898
1150.680542	-82.728897
1151.353455	-86.411797
1152.026367	-87.333298
1152.699280	-80.573090
1153.372192	-80.210869
1154.045105	-85.290535
1154.718018	-83.896873
1155.390930	-78.537651
1156.063843	-78.532646
1156.736755	-82.812195
1157.409668	-85.330956
1158.082581	-90.638145
1158.755493	-80.272125
1159.428406	-83.515144
1160.101318	-82.029808
1160.774231	-81.954506
1161.447144	-81.268661
1162.120056	-80.051025
1162.792969	-84.810486
1163.465881	-78.232986
1164.138794	-77.032471
1164.811707	-79.349564
1165.484619	-78.387726
1166.157532	-77.738220
1166.830444	-77.215881
1167.503357	-77.685371
1168.176270	-79.082809
1168.849182	-79.774872
1169.522095	-88.490654
1170.195007	-80.253036
1170.867920	-78.202766
1171.540833	-82.371307
1172.213745	-77.999298
1172.886658	-80.122643
1173.559570	-88.396362
1174.232483	-87.792435
1174.905396	-82.228081
1175.578308	-79.047470
1176.251221	-85.837891
1176.924133	-87.931328
1177.597046	-77.331078
1178.269958	-81.518860
1178.942871	-90.610657
1179.615784	-79.785446
1180.288696	-77.728134
1180.961609	-78.585396
1181.634521	-87.999741
1182.307434	-78.817551
1182.980347	-78.494186
1183.653259	-73.872482
1184.326172	-75.225868
1184.999084	-77.710480
1185.671997	-80.100365
1186.344910	-81.040230
1187.017822	-76.418251
1187.690735	-75.094795
1188.363647	-79.167816
1189.036560	-78.945816
1189.709473	-85.036461
1190.382385	-75.398796
1191.055298	-73.586365
1191.728210	-81.161842
1192.401123	-76.056137
1193.074036	-73.243607
1193.746948	-72.672012
1194.419861	-76.133614
1195.092773	-87.718391
1195.765686	-78.171295
1196.438599	-76.574516
1197.111511	-78.486244
1197.784424	-81.488411
1198.457336	-86.631355
1199.130249	-86.773941
1199.803162	-79.181152
1200.476074	-82.025299
1201.148987	-91.460518
1201.821899	-94.699867
1202.494812	-84.417618
1203.167725	-86.461136
1203.840637	-84.740051
1204.513550	-91.498482
1205.186462	-77.514702
1205.859375	-72.308449
1206.532288	-75.204071
1207.205200	-91.383987
1207.878113	-101.190895
1208.551025	-80.798180
1209.223938	-76.578911
1209.896851	-85.007805
1210.569763	-78.877106
1211.242676	-78.674271
1211.915588	-74.417297
1212.588501	-82.684097
1213.261414	-69.376518
1213.934326	-70.257179
1214.607239	-77.057121
1215.280151	-95.056000
1215.953064	-80.840927
1216.625977	-83.043823
1217.298889	-86.505302
1217.971802	-81.505508
1218.644714	-83.884476
1219.317627	-84.661880
1219.990540	-74.371513
1220.663452	-78.604927
1221.336365	-82.677216
1222.009277	-81.278381
1222.682190	-82.325882
1223.355103	-85.849129
1224.028015	-82.097633
1224.700928	-75.092339
1225.373840	-75.209045
1226.046753	-83.720695
1226.719666	-87.550201
1227.392578	-85.733208
1228.065491	-92.019592
1228.738403	-85.681160
1229.411316	-87.137405
1230.084229	-83.164978
1230.757141	-83.180794
1231.430054	-90.290138
1232.102966	-79.393593
1232.775879	-81.887245
1233.448792	-77.912933
1234.121704	-70.826897
1234.794617	-74.481575
1235.467529	-85.753189
1236.140442	-77.161324
1236.813354	-80.987114
1237.486267	-76.173958
1238.159180	-77.397858
1238.832092	-73.543205
1239.505005	-75.182938
1240.177917	-78.849945
1240.850830	-77.166840
1241.523743	-95.267479
1242.196655	-75.091866
1242.869568	-74.547043
1243.542480	-81.661819
1244.215393	-80.171829
1244.888306	-73.738831
1245.561218	-77.452652
1246.234131	-83.681343
1246.907043	-81.631264
1247.579956	-73.940590
1248.252869	-71.777344
1248.925781	-77.703247
1249.598694	-85.104309
1250.271606	-82.706017
1250.944519	-79.812965
1251.617432	-76.936867
1252.290344	-75.435150
1252.963257	-75.843666
1253.636169	-79.868896
1254.309082	-92.033791
1254.981995	-96.609016
1255.654907	-76.320679
1256.327820	-76.130264
1257.000732	-79.719070
1257.673645	-76.014458
1258.346558	-81.404419
1259.019470	-80.603951
1259.692383	-78.390724
1260.365295	-75.143745
1261.038208	-79.717789
1261.711121	-74.495613
1262.384033	-71.831276
1263.056946	-78.137871
1263.729858	-77.595474
1264.402771	-72.003487
1265.075684	-68.229683
1265.748596	-69.555382
1266.421509	-75.855125
1267.094421	-86.167976
1267.767334	-76.355782
1268.440247	-79.687920
1269.113159	-74.477821
1269.786072	-79.572197
1270.458984	-84.511162
1271.131897	-87.221825
1271.804810	-85.209991
1272.477722	-81.923897
1273.150635	-78.515831
1273.823547	-80.987022
1274.496460	-78.695122
1275.169373	-77.852478
1275.842285	-74.333885
1276.515198	-77.110527
1277.188110	-72.281830
1277.861023	-69.064491
1278.533936	-72.049904
1279.206848	-81.025993
1279.879761	-73.974777
1280.552673	-74.384140
1281.225586	-79.976639
1281.898499	-88.398087
1282.571411	-81.427483
1283.244324	-80.972092
1283.917236	-75.034523
1284.590149	-77.676079
1285.263062	-77.490326
1285.935974	-72.579994
1286.608887	-68.234230
1287.281799	-71.111084
1287.954712	-67.528648
1288.627625	-72.137444
1289.300537	-69.487831
1289.973450	-65.630104
1290.646362	-66.822060
1291.319275	-63.354523
1291.992188	-63.792278
1292.665100	-74.877548
1293.338013	-72.949265
1294.010925	-80.159569
1294.683838	-72.624168
1295.356750	-70.690178
1296.029663	-72.336815
1296.702576	-75.449318
1297.375488	-71.406998
1298.048401	-71.403114
1298.721313	-74.779831
1299.394226	-68.166237
1300.067139	-64.724251
1300.740051	-65.310051
1301.412964	-72.138916
1302.085876	-63.147617
1302.758789	-60.668987
1303.431702	-62.418930
1304.104614	-62.256546
1304.777527	-60.971889
1305.450439	-62.191288
1306.123352	-65.527534
1306.796265	-64.459740
1307.469177	-62.394493
1308.142090	-60.314949
1308.815002	-58.119087
1309.487915	-53.977623
1310.160828	-57.049473
1310.833740	-65.258263
1311.506653	-68.746033
1312.179565	-65.082924
1312.852478	-59.707592
1313.525391	-59.482498
1314.198303	-55.971924
1314.871216	-52.730366
1315.544128	-56.470707
1316.217041	-56.966591
1316.889954	-55.200462
1317.562866	-51.776150
1318.235779	-48.104145
1318.908691	-55.627041
1319.581604	-46.503860
1320.254517	-39.170403
1320.927429	-43.284904
1321.600342	-40.434395
1322.273254	-40.375340
1322.946167	-42.074005
1323.619080	-39.344116
1324.291992	-44.589226
1324.964905	-44.462250
1325.637817	-44.140659
1326.310730	-51.506527
1326.983643	-55.192497
1327.656555	-60.583015
1328.329468	-62.105339
1329.002380	-55.729530
1329.675293	-59.390270
1330.348206	-63.052765
1331.021118	-63.288895
1331.694031	-61.275196
1332.366943	-58.856647
1333.039856	-67.444992
1333.712769	-76.780724
1334.385681	-72.034668
1335.058594	-77.777550
1335.731506	-73.565437
1336.404419	-73.380257
1337.077332	-77.692291
1337.750244	-70.717743
1338.423157	-71.961693
1339.096069	-78.972862
1339.768982	-73.754265
1340.441895	-75.931419
1341.114807	-68.265022
1341.787720	-67.971695
1342.460632	-74.070831
1343.133545	-69.037804
1343.806458	-66.120178
1344.479370	-66.751190
1345.152283	-69.762657
1345.825195	-76.072060
1346.498108	-75.029633
1347.171021	-82.903511
1347.843933	-77.284058
1348.516846	-79.049194
1349.189758	-72.138245
1349.862671	-71.264542
1350.535583	-76.624062
1351.208496	-73.406372
1351.881409	-73.117928
1352.554321	-80.094688
1353.227234	-78.862999
1353.900146	-88.722557
1354.573059	-79.666916
1355.245972	-76.160812
1355.918884	-75.974335
1356.591797	-77.025871
1357.264709	-78.763649
1357.937622	-84.156387
1358.610535	-91.879486
1359.283447	-75.693733
1359.956360	-76.212830
1360.629272	-87.633202
1361.302185	-75.805824
1361.975098	-74.691444
1362.648010	-77.923409
1363.320923	-78.234795
1363.993835	-77.226593
